순위,영화명,개봉일,매출액,가중치,매출액 점유율,관객수,스크린수,상영횟수,대표국적,제작국적,배급사,"장르","등급","러닝타임","수상횟수","관람평점","남자 평점","여자 평점"
32,지.아이.조 2,2013-03-28,"14,457,048,500","102,211,332,895.00",1.00%,"1,855,917",766,"62,627",미국,"미국,캐나다",(주)씨제이이엔엠,액션,15,110,1,7.07,6.54,8.3
33,분노의 질주: 더 맥시멈,2013-05-22,"13,210,338,042","116,515,181,530.44",0.90%,"1,790,916",657,"44,371",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,130,3,8.82,8.73,9.15
34,공범,2013-10-24,"12,333,110,882","88,305,073,915.12",0.80%,"1,766,285",611,"51,425",한국,한국,(주)씨제이이엔엠,공포,15,95,1,7.16,6.99,7.53
35,집으로 가는 길,2013-12-11,"12,373,339,745","109,256,589,948.35",0.80%,"1,763,231",740,"39,811",한국,한국,(주)씨제이이엔엠,드라마,15,131,2,8.83,8.45,9.38
36,전설의 주먹,2013-04-10,"12,777,314,500","96,468,724,475.00",0.80%,"1,744,585",724,"57,593",한국,한국,(주)씨제이이엔엠,액션,19,153,0,7.55,6.98,8.6
37,파파로티,2013-03-14,"11,825,934,000","97,800,474,180.00",0.80%,"1,716,429",552,"53,601",한국,한국,(주)쇼박스,드라마,15,127,1,8.27,7.36,9.24
38,스타트렉 다크니스,2013-05-30,"12,964,967,500","116,425,408,150.00",0.90%,"1,605,291",607,"40,500",미국,미국,(주)씨제이이엔엠,액션,12,132,0,8.98,8.76,9.35
39,오블리비언,2013-04-11,"11,165,841,500","92,341,509,205.00",0.70%,"1,515,356",634,"47,871",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15,124,0,8.27,8.35,8.24
40,위대한 개츠비,2013-05-16,"10,581,329,643","80,629,731,879.66",0.70%,"1,445,248",562,"36,008",미국,"미국,호주",워너브러더스 코리아(주),드라마,15,142,6,7.62,7.6,7.64
41,다이하드: 굿 데이 투 다이,2013-02-06,"10,825,703,000","77,187,262,390.00",0.70%,"1,438,056",459,"33,055",미국,미국,이십세기폭스코리아(주),액션,15,96,0,7.13,6.98,7.8
42,런닝맨,2013-04-04,"10,060,239,500","78,268,663,310.00",0.70%,"1,422,844",567,"45,995",한국,"한국,미국",이십세기폭스코리아(주),액션,15,127,0,7.78,6.36,9.01
43,미스터 고,2013-07-17,"9,337,976,000","72,462,693,760.00",0.60%,"1,328,888",840,"38,263",한국,"한국,중국",(주)쇼박스,드라마,12,132,4,7.76,7.15,8.79
44,결혼전야,2013-11-21,"8,434,175,719","58,701,863,004.24",0.60%,"1,212,843",524,"38,819",한국,한국,씨너스엔터테인먼트(주),로맨스,15,118,0,6.96,5.97,7.81
45,깡철이,2013-10-02,"8,572,344,462","59,749,240,900.14",0.60%,"1,209,363",707,"43,102",한국,한국,(주)씨제이이엔엠,드라마,15,108,0,6.97,6.08,8
46,엘리시움,2013-08-29,"9,017,994,500","65,290,280,180.00",0.60%,"1,207,732",588,"31,515",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF,19,109,0,7.24,7.18,7.66
47,더 웹툰: 예고살인,2013-06-27,"8,537,683,070","61,556,694,934.70",0.60%,"1,201,457",541,"35,931",한국,한국,(주)씨제이이엔엠,공포,15,104,0,7.21,6.75,7.8
48,웜 바디스,2013-03-14,"8,361,708,124","71,408,987,378.96",0.60%,"1,169,839",477,"37,960",미국,미국,(주)씨제이이엔엠,코미디,15,96,0,8.54,8.63,8.55
49,고령화 가족,2013-05-09,"8,169,492,153","67,480,005,183.78",0.50%,"1,141,222",583,"37,524",한국,한국,(주)씨제이이엔엠,드라마,15,112,1,8.26,8.48,8.07
50,헝거게임: 캣칭 파이어,2013-11-21,"7,850,816,000","65,475,805,440.00",0.50%,"1,125,739",630,"33,686",미국,미국,롯데쇼핑㈜롯데엔터테인먼트,판타지,15,146,4,8.34,8.03,9.03
51,더 울버린,2013-07-25,"7,849,518,000","48,039,050,160.00",0.50%,"1,075,333",707,"26,905",미국,미국,이십세기폭스코리아(주),SF,15,125,0,6.12,5.34,7.14
52,동창생,2013-11-06,"7,010,197,126","51,174,439,019.80",0.50%,"1,048,280",660,"36,401",한국,한국,(주)쇼박스,액션,15,113,0,7.3,6.5,8.11
53,에픽 : 숲속의 전설,2013-08-07,"6,748,072,000","59,315,552,880.00",0.40%,"978,785",471,"18,377",미국,미국,이십세기폭스코리아(주),애니메이션,0,102,0,8.79,8.39,9.27
54,전국노래자랑,2013-05-01,"6,687,636,000","53,567,964,360.00",0.40%,"978,413",581,"41,649",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12,112,1,8.01,7.56,8.65
55,슈퍼배드 2,2013-09-12,"6,605,655,500","58,195,824,955.00",0.40%,"962,862",424,"17,373",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,0,98,0,8.81,8.67,9.27
56,잭 더 자이언트 킬러,2013-02-28,"7,376,481,000","56,946,433,320.00",0.50%,"956,154",507,"27,115",미국,미국,워너브러더스 코리아(주),모험,12,114,0,7.72,7.36,8.4
57,크루즈 패밀리,2013-05-16,"6,540,951,500","60,438,391,860.00",0.40%,"941,824",525,"21,734",미국,미국,(주)씨제이이엔엠,애니메이션,0,98,0,9.24,9.14,9.48
58,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,"6,826,641,500","59,255,248,220.00",0.50%,"931,342",459,"19,941",한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠",애니메이션,0,77,0,8.68,8.46,8.98
59,개구쟁이 스머프 2,2013-08-01,"5,993,979,500","47,172,618,665.00",0.40%,"921,788",478,"15,485",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,0,104,0,7.87,7.14,8.46
60,몬스터 호텔,2013-01-17,"6,080,221,500","50,040,222,945.00",0.40%,"884,885",489,"16,647",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,0,91,0,8.23,8.1,8.47
61,열한시,2013-11-28,"6,097,792,000","39,269,780,480.00",0.40%,"870,785",512,"32,536",한국,한국,(주)씨제이이엔엠,공포,15,99,0,6.44,5.87,7.4
62,몬스터 대학교,2013-09-12,"5,879,233,500","51,678,462,465.00",0.40%,"870,607",385,"15,170",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,0,110,0,8.79,8.46,9.28
63,남쪽으로 튀어,2013-02-06,"5,970,851,500","46,632,350,215.00",0.40%,"832,894",428,"23,088",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15,121,0,7.81,7.46,8.27
64,하늘에서 음식이 내린다면 2,2013-11-21,"5,411,562,500","43,671,309,375.00",0.40%,"797,850",545,"16,340",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,0,94,0,8.07,7.51,8.78
65,잭 리처,2013-01-17,"5,758,577,000","41,980,026,330.00",0.40%,"784,031",431,"19,868",미국,미국,(주)씨제이이엔엠,액션,15,130,0,7.29,7.07,7.8
66,더 파이브,2013-11-14,"5,343,797,000","32,597,161,700.00",0.40%,"731,212",501,"27,308",한국,한국,(주)씨제이이엔엠,공포,19,123,1,6.1,5.49,7.2
67,더 임파서블,2013-01-17,"4,445,235,500","36,539,835,810.00",0.30%,"622,704",407,"19,595",스페인,"스페인,미국",롯데쇼핑㈜롯데엔터테인먼트,드라마,12,113,6,8.22,7.94,8.64
68,인시디어스: 두번째 집,2013-12-05,"4,001,137,000","29,048,254,620.00",0.30%,"577,748",405,"18,653",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),공포,15,106,0,7.26,6.95,7.83
69,섀도우 헌터스: 뼈의 도시,2013-09-12,"4,034,176,500","29,570,513,745.00",0.30%,"571,074",374,"18,273",미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트,판타지,15,130,0,7.33,7.01,7.82
70,화이트 하우스 다운,2013-06-27,"4,015,707,500","29,756,392,575.00",0.30%,"569,500",480,"19,850",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15,131,0,7.41,7.17,8.11
71,애프터 어스,2013-05-30,"3,831,856,167","26,286,533,305.62",0.30%,"537,920",484,"19,867",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF,12,100,3,6.86,6.42,8.05
72,사이코메트리,2013-03-07,"3,978,495,129","27,093,551,828.49",0.30%,"534,273",429,"23,487",한국,한국,(주)씨제이이엔엠,공포,19,108,0,6.81,5.89,7.82
73,퍼시 잭슨과 괴물의 바다,2013-09-12,"3,791,349,609","29,572,526,950.20",0.30%,"519,584",409,"17,054",미국,미국,이십세기폭스코리아(주),모험,12,106,0,7.8,6.85,8.78
74,남자사용설명서,2013-02-14,"3,606,654,257","25,571,178,682.13",0.20%,"507,913",372,"17,238",한국,한국,(주)쇼박스,로맨스,15,116,2,7.09,5.91,8.43
75,다이노소어 어드벤처 3D,2013-12-19,"4,140,930,000","37,268,370,000.00",0.30%,"507,164",464,"8,994",미국,"미국,영국",이십세기폭스코리아(주),애니메이션,0,87,0,9,8.66,9.35
76,무서운 이야기 2,2013-06-05,"3,393,667,500","22,533,952,200.00",0.20%,"495,522",337,"18,509",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,공포,15,95,1,6.64,6.37,7.04
77,캐치미,2013-12-18,"3,293,262,500","21,966,060,875.00",0.20%,"480,434",517,"16,151",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12,115,0,6.67,5.51,7.61
78,썬더와 마법저택,2013-12-24,"3,109,415,000","27,362,852,000.00",0.20%,"459,295",422,"6,081",벨기에,벨기에,(주)씨제이이엔엠,애니메이션,0,86,0,8.8,8.32,9.22
79,노브레싱,2013-10-30,"2,991,824,739","22,737,868,016.40",0.20%,"451,669",584,"24,912",한국,"한국,필리핀",(주)나이너스엔터테인먼트,드라마,15,118,1,7.6,7.43,7.86
80,클라우드 아틀라스,2013-01-09,"3,385,615,727","27,931,329,747.75",0.20%,"449,344",382,"13,627",미국,"미국,독일",(주)넥스트엔터테인먼트월드(NEW),SF,19,172,8,8.25,7.92,8.83
81,창수,2013-11-28,"3,146,542,000","22,434,844,460.00",0.20%,"429,141",415,"19,471",한국,한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트",액션,19,103,0,7.13,6.94,7.82
82,명탐정 코난 : 수평선상의 음모,2013-08-07,"2,465,123,000","21,298,662,720.00",0.20%,"389,871",316,"8,196",일본,일본,(주)씨제이이엔엠,애니메이션,12,107,0,8.64,7.8,9.28
83,론 레인저,2013-07-04,"2,750,149,500","20,158,595,835.00",0.20%,"387,527",401,"14,155",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15,149,1,7.33,7.1,7.94
84,스토커,2013-02-28,"2,829,265,174","21,332,659,411.96",0.20%,"378,874",329,"15,590",미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사",공포,19,99,0,7.54,7.62,7.42
85,오즈 그레이트 앤드 파워풀,2013-03-07,"2,886,185,000","20,693,946,450.00",0.20%,"350,563",425,"15,582",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),판타지,0,127,1,7.17,7.41,6.98
86,미나문방구,2013-05-16,"2,247,017,000","15,886,410,190.00",0.10%,"334,323",385,"16,653",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,0,106,0,7.07,6.81,7.44
87,차이니즈 조디악,2013-02-27,"2,211,711,500","17,273,466,815.00",0.10%,"315,305",300,"13,432",중국,중국,롯데쇼핑㈜롯데엔터테인먼트,모험,12,128,2,7.81,7.57,8.42
88,빌리와 용감한 녀석들 2,2013-02-21,"2,006,325,000","14,626,109,250.00",0.10%,"306,837",289,"7,410",인도,인도,(주)에스비에스콘텐츠허브,애니메이션,0,82,0,7.29,6.52,8.04
89,이스케이프 플랜,2013-12-05,"2,106,938,679","17,571,868,582.86",0.10%,"292,892",287,"10,331",미국,미국,판씨네마(주),액션,19,115,0,8.34,8.11,9.19
90,눈의 여왕,2013-02-07,"1,846,221,000","9,581,886,990.00",0.10%,"276,913",316,"6,528",러시아,러시아,(주)넥스트엔터테인먼트월드(NEW),애니메이션,0,80,0,5.19,4.81,5.35
91,롤러코스터,2013-10-17,"1,913,087,600","12,779,425,168.00",0.10%,"270,148",374,"14,726",한국,한국,(주)씨제이이엔엠,코미디,15,94,2,6.68,6.33,7.23
92,헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,"2,122,205,602","16,192,428,743.26",0.10%,"269,510",297,"10,624",미국,"미국,영국",(주)씨제이이엔엠,액션,19,87,0,7.63,7.52,8.05
93,파이스토리 : 악당상어 소탕작전,2013-01-10,"1,808,263,000","15,713,805,470.00",0.10%,"267,440",298,"7,483",미국,"미국,한국",(주)에스비에스콘텐츠허브,애니메이션,0,80,0,8.69,8.27,9.02
94,장고:분노의 추적자,2013-03-21,"1,883,634,000","18,007,541,040.00",0.10%,"260,144",342,"11,792",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드라마,19,165,8,9.56,9.43,10
95,밤의 여왕,2013-10-17,"1,762,892,500","12,128,700,400.00",0.10%,"252,475",333,"13,286",한국,한국,(주)인벤트스톤,로맨스,15,113,0,6.88,6.74,7.31
96,캡틴 필립스,2013-10-23,"1,679,067,434","15,212,350,952.04",0.10%,"241,514",302,"10,623",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드라마,15,134,3,9.06,8.99,9.49
97,분노의 윤리학,2013-02-21,"1,658,653,000","11,295,426,930.00",0.10%,"225,618",302,"11,909",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,19,110,0,6.81,6.69,7
98,잡스,2013-08-29,"1,594,901,136","11,642,778,292.80",0.10%,"225,343",402,"12,017",미국,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,12,127,0,7.3,7.11,8.1
99,세이빙 산타,2013-12-19,"1,423,164,000","11,057,984,280.00",0.10%,"220,748",297,"4,347",영국,영국,(주)영화사 빅,애니메이션,0,84,0,7.77,4.98,8.66
100,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,"1,430,168,500","11,755,985,070.00",0.10%,"217,320",328,"5,977",일본,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,0,111,0,8.22,7.82,8.68
1,명량,2014-07-30,"135,748,398,910","1,205,445,782,320.80",8.80%,"17,613,682","1,587","188,611",한국,한국,(주)씨제이이엔엠,액션,15,128,15,8.88,8.81,8.94
2,겨울왕국,2014-01-16,"82,461,504,400","758,645,840,480.00",5.30%,"10,296,101","1,010","157,683",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",애니메이션,0,108,9,9.2,9.16,9.22
3,인터스텔라,2014-11-06,"80,671,424,300","735,723,389,616.00",5.20%,"10,105,247","1,410","166,218",미국,"미국,영국",워너브러더스 코리아(주),SF,12,169,10,9.12,9.18,9.03
4,해적: 바다로 간 산적,2014-08-06,"66,370,682,706","564,814,509,828.06",4.30%,"8,666,046",910,"133,350",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,모험,12,130,6,8.51,8.56,8.47
5,수상한 그녀,2014-01-22,"62,705,348,249","569,991,615,583.41",4.10%,"8,657,982","1,027","136,975",한국,한국,(주)씨제이이엔엠,코미디,15,124,9,9.09,9.1,9.09
6,국제시장,2014-12-17,"41,089,567,596","376,380,439,179.36",2.70%,"5,345,677",966,"63,603",한국,한국,(주)씨제이이엔엠,드라마,12,126,24,9.16,9.21,9.11
7,트랜스포머: 사라진 시대,2014-06-25,"44,012,752,845","327,454,881,166.80",2.90%,"5,295,836","1,602","107,875",미국,미국,(주)씨제이이엔엠,액션,12,164,1,7.44,7.34,7.61
8,군도: 민란의 시대,2014-07-23,"36,988,022,499","271,492,085,142.66",2.40%,"4,774,931","1,394","67,237",한국,한국,(주)쇼박스,액션,15,137,8,7.34,7.27,7.4
9,엣지 오브 투모로우,2014-06-04,"38,732,961,201","338,526,080,896.74",2.50%,"4,699,307",801,"94,559",미국,미국,워너브러더스 코리아(주),액션,12,113,2,8.74,8.81,8.62
10,엑스맨: 데이즈 오브 퓨처 패스트,2014-05-22,"34,654,558,766","303,573,934,790.16",2.20%,"4,313,871","1,056","82,722",미국,미국,이십세기폭스코리아(주),SF,12,134,1,8.76,8.78,8.73
11,어메이징 스파이더맨 2,2014-04-23,"34,869,101,800","281,044,960,508.00",2.30%,"4,168,353","1,312","91,715",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12,142,0,8.06,8.06,8.06
12,타짜-신의 손,2014-09-03,"32,373,120,927","251,215,418,393.52",2.10%,"4,015,361",890,"80,584",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",드라마,19,147,2,7.76,7.71,7.84
13,혹성탈출: 반격의 서막,2014-07-10,"31,514,053,095","265,663,467,590.85",2.00%,"4,002,560",956,"72,881",미국,미국,이십세기폭스코리아(주),액션,12,130,1,8.43,8.49,8.34
14,캡틴 아메리카: 윈터 솔져,2014-03-26,"31,711,040,385","280,008,486,599.55",2.10%,"3,963,251","1,106","110,109",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",액션,15,136,0,8.83,8.89,8.74
15,역린,2014-04-30,"29,894,266,890","222,114,402,992.70",1.90%,"3,849,552","1,054","83,296",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15,135,1,7.43,7.37,7.48
16,신의 한 수,2014-07-03,"28,812,027,456","242,309,150,904.96",1.90%,"3,566,852",794,"77,109",한국,한국,(주)쇼박스,범죄,19,118,1,8.41,8.46,8.33
17,끝까지 간다,2014-05-29,"27,007,303,900","142,328,491,553.00",1.80%,"3,450,305",645,"84,875",한국,한국,(주)쇼박스,액션,15,118,0,5.27,5.46,4.77
18,드래곤 길들이기 2,2014-07-23,"23,979,935,189","211,023,429,663.20",1.60%,"3,000,056",829,"51,924",미국,미국,(주)씨제이이엔엠,애니메이션,0,101,1,8.8,8.76,8.81
19,표적,2014-04-30,"22,256,769,300","179,389,560,558.00",1.40%,"2,841,828",716,"72,255",한국,한국,(주)씨제이이엔엠,액션,15,98,1,8.06,8.02,8.12
20,메이즈 러너,2014-09-18,"21,489,367,677","175,138,346,567.55",1.40%,"2,812,427",655,"71,048",미국,미국,이십세기폭스코리아(주),액션,12,143,0,8.15,7.92,8.39
21,호빗: 다섯 군대 전투,2014-12-17,"21,428,483,344","183,642,102,258.08",1.40%,"2,509,887",926,"43,833",미국,"미국,뉴질랜드",워너브러더스 코리아(주),판타지,12,144,2,8.57,8.59,8.55
22,나의 사랑 나의 신부,2014-10-08,"16,636,404,305","139,579,432,118.95",1.10%,"2,141,155",629,"69,681",한국,한국,씨네그루(주)다우기술,로맨스,15,111,0,8.39,8.54,8.22
23,논스톱,2014-02-27,"16,066,549,940","133,191,699,002.60",1.00%,"2,084,482",582,"58,217",미국,"미국,프랑스",(주)넥스트엔터테인먼트월드(NEW),액션,15,106,0,8.29,8.32,8.26
24,인투 더 스톰,2014-08-28,"16,157,166,332","133,619,765,565.64",1.00%,"2,078,698",585,"45,899",미국,미국,워너브러더스 코리아(주),액션,12,89,0,8.27,8.31,8.21
25,노아,2014-03-20,"15,514,373,500","101,774,290,160.00",1.00%,"2,026,594",952,"56,722",미국,미국,(주)씨제이이엔엠,모험,15,139,0,6.56,6.6,6.51
26,남자가 사랑할 때,2014-01-22,"14,510,222,300","123,046,685,104.00",0.90%,"1,979,311",531,"41,123",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15,120,0,8.48,8.61,8.33
27,루시,2014-09-03,"16,468,076,039","117,911,424,439.24",1.10%,"1,974,893",641,"44,585",미국,"미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유),액션,19,90,0,7.16,7.28,6.98
28,기술자들,2014-12-24,"13,652,480,148","107,991,117,970.68",0.90%,"1,778,083",641,"24,416",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15,116,1,7.91,7.82,7.99
29,나를 찾아줘,2014-10-23,"14,017,716,731","116,347,048,867.30",0.90%,"1,764,233",689,"50,846",미국,미국,이십세기폭스코리아(주),공포,19,149,6,8.3,8.41,8.19
30,제보자,2014-10-02,"13,515,762,802","112,315,988,884.62",0.90%,"1,755,181",676,"58,358",한국,한국,플러스엠 엔터테인먼트,드라마,12,144,2,8.31,8.33,8.3
31,피끓는 청춘,2014-01-22,"11,688,382,888","88,130,406,975.52",0.80%,"1,676,040",679,"36,082",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15,121,0,7.54,7.7,7.44
32,두근두근 내 인생,2014-09-03,"12,291,081,634","92,306,023,071.34",0.80%,"1,624,601",629,"40,158",한국,한국,(주)씨제이이엔엠,드라마,12,117,1,7.51,7.5,7.51
33,우아한 거짓말,2014-03-13,"11,728,460,300","96,525,228,269.00",0.80%,"1,619,188",573,"57,492",한국,한국,CGV아트하우스,드라마,12,117,1,8.23,8.2,8.26
34,300: 제국의 부활,2014-03-06,"13,395,159,700","101,133,455,735.00",0.90%,"1,593,116",720,"54,902",미국,미국,워너브러더스 코리아(주),액션,19,102,0,7.55,7.65,7.36
35,엑소더스: 신들과 왕들,2014-12-03,"12,442,681,926","87,472,053,939.78",0.80%,"1,511,195",865,"43,742",미국,"미국,영국,스페인",이십세기폭스코리아(주),드라마,12,154,0,7.03,7.03,7.02
36,해무(海霧),2014-08-13,"11,706,782,519","84,874,173,262.75",0.80%,"1,475,507",584,"33,490",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,19,111,14,7.25,7.03,7.44
37,인간중독,2014-05-14,"11,284,912,400","75,044,667,460.00",0.70%,"1,441,973",682,"44,057",한국,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,19,132,5,6.65,6.64,6.66
